Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,13.9077290356,3.4139414751,11.3107136185,4.4821051292,4.2117750363,11.7305766312,28.6962653616,4.9872896987,7.4326264463,10.876434691,-0.4078760889,4.6008914318,1.98636659,4.9515036702,7.0741172779,5.5651728621,5.3738385191,5.9140308346,7.9839720218,6.9330242398,8.2037738613,10.7278406118,7.6643340421,5.8964081921,7.12255965,6.849365932,17.9258249448,4.7683542256,6.657223796,11.7308543603,7.8909138933,5.071709815,2.1424965536,5.7454551676,6.5974484859,7.9907054113,
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.3432837186,6.6666678138,5.9210450964,6.8323009272,5.8139550631,6.3440190933,5.9245599429,10.5670565011,15.1234047073,17.1202676706,25.8211072191,26.3619409474,21.3031840928,8.7977952167,8.4462503762,10.6473767108,12.0120400916,14.3328015878,12.148588923,11.986901381,9.0648574651,12.1655318568,13.1467290492,8.5453836396,7.1252712693,8.1729243327,11.8819281351,19.449969509,13.059405888,6.7728219493,7.4587091123,2.9170703069,1.9161071417,3.6279160209,7.0304102607,5.8298000784,8.0265490264,0.7219931551,9.6672407415,1.9876958544,0.2505738667,6.0695308677,4.6258947919,2.7058217366,4.5566456573,8.363871069,8.2767637575,6.2454373982,-7.6523102025,8.5636317477,6.0483163671,4.4561672131,11.3434242528,4.1492527859,-1.6999361426,4.2915621289,
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.953553798,-3.7138001841,-0.7070107522,2.0803245994,0.9475787123,0.6447837202,4.6766131089,1.4041131769,7.0915425276,2.3328808768,1.1302023841,-0.0008671748,1.8889399563,6.3390336123,0.404987104,5.4325189869,3.8062349141,1.2092354194,-2.4651377847,-4.4786388479,-1.5444656647,7.7157836309,-8.1265135927,9.4817266529,3.927219538,3.5779792543,-4.938987885,1.7101652847,1.9772704345,-2.1475280657,-0.5525430051,-6.4240781995,0.3352756846,4.89994941,7.2000455575,-4.0000929636,5.2999360183,4.7001423788,3.5999749043,-2.4894324403,4.4647390264,3.6165421915,-5.3974852186,5.994884228,0.9082105149,4.7710854304,4.6075348545,2.054130962,1.70923922,3.0466347328,3.3007191565,4.1127978685,-36.6999524382,1.0400180471,4.7998860812,4.5312859633,
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.1632916837,7.1167792668,5.1817760823,6.6994566819,6.6365451389,6.5849654075,2.9153103604,5.2953418635,5.2600008259,3.2556136203,4.117657617,5.4458555797,6.9642029195,3.6909876487,1.8229731295,5.1993024351,3.4582306014,3.9535912648,3.8049228842,2.1626168907,3.5031195355,-3.2020248386,2.5985726966,5.9253503178,4.7340828447,2.1618155528,4.0964645157,4.4294009749,2.3239739232,0.1543460361,-2.1256922334,0.8829760257,2.655235883,4.4934746188,2.6777084357,1.6110480305,4.2798124333,3.8817591438,5.1632109001,5.1826902858,1.770819089,3.0100163076,1.8022733121,3.0859612091,3.2013821365,2.6234126231,2.0627476903,1.000360973,-2.9495876428,3.0835142199,3.1412190014,1.7454722832,2.4750018591,2.8557392044,1.0008824941,1.4141027456,
Central Europe and the Baltics,CEB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.7415044884,-1.7578258264,1.5719093387,4.1247277552,5.7755836836,4.3741897046,3.0655267943,2.6788787896,2.0782501439,4.042898573,3.0608398223,3.4658622257,4.4410283848,5.5868872211,4.935764278,6.5611453835,6.4019180906,3.6933015082,-3.6644408774,1.9712727247,3.0872493298,0.5672568681,1.3261711422,2.9578931381,3.8014876971,3.0258019388,
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,1.6013358815,-1.3094174403,0.6390794478,3.0084564315,3.6735959175,1.8586327823,1.58547817,3.2775962486,4.330794042,3.6746256385,-0.9158165626,-0.0437330078,-0.1259835409,1.2697576926,0.480866443,0.5400276049,2.3401498837,2.9898918457,1.6947198338,3.9368234527,1.3124236689,0.1626129024,0.0395765677,2.7762235005,3.1152455297,3.9886342207,4.1118778121,2.1547018611,-2.222107121,3.0026991078,1.6928084952,1.0060240974,1.8520397574,2.4492180965,1.2263843595,1.3758844958,
Channel Islands,CHI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7702636747,5.8266414688,-1.5129612603,-1.6322065976,-3.202156942,0.2241973963,1.377734157,4.8822993641,5.8983296615,,,,,,,,,,
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.2452718858,4.0266856247,5.840140137,2.5572205423,0.9502725053,11.236242453,3.615999855,3.5920133291,3.9379832792,1.8289669711,9.422686212,-1.0199477949,-5.0292483549,2.3821493323,-12.9121010522,3.8325840087,10.4446863753,7.701103605,8.418304686,7.9866207574,6.5253703655,-11.0143050608,-5.0174205248,4.1036832417,4.0099162018,5.3776923222,6.4604685285,7.3451104547,9.9233828971,3.3335654727,7.8043921864,11.1667077339,6.5887838265,5.0301979774,8.9332958695,6.8029165958,7.4278898079,4.3245794969,-0.412096167,5.3269384191,3.3030473125,3.1069705323,4.0910476847,7.2095397095,5.7428304895,6.3171763431,4.9053245036,3.5295305533,-1.564239443,5.8441772958,6.1109188291,5.3186280004,4.0450042982,1.9096933584,2.2525367527,1.5890225636,
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-27.2700000039,-5.5799999901,10.2999999953,18.1799999942,16.9500000025,10.6500000042,-5.7700000042,-4.0999999921,16.9399999961,19.2999999963,7.0600000034,3.8099999983,7.7600000016,2.3100000005,8.7200000005,-1.5700000028,7.5699999992,11.6666440033,7.6,7.8066914498,5.1724137931,8.9344262295,10.835214447,15.1391717583,13.4433962264,8.9397089397,11.6889312977,11.2345151645,4.1858678955,3.9071138961,9.2940759134,14.2161635833,13.8675760159,13.0521587222,10.9492273731,9.9283724632,9.2307692308,7.8376139188,7.6674861709,8.4915084915,8.3399105499,9.1306459446,10.0356030263,10.111223458,11.3957759412,12.7194790207,14.2313880357,9.6542893726,9.3998131714,10.6361404632,9.5364430081,7.8562621103,7.7576351462,7.2976659594,6.9002048167,6.6893498943,
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,9.9325551564,1.2269944896,14.4903558649,17.61308783,-3.1096542732,11.5773596873,4.5981517848,12.54824864,9.539218771,10.3750318434,9.4566376614,4.2366250123,5.9391975358,4.3273808574,8.2528863688,12.9163974379,7.3144591552,10.9094536476,2.3944074644,-10.957697266,3.5004989074,0.2008223516,-3.9002404422,-2.7012614342,4.5012231752,3.2593487673,-0.3489729094,1.1364839635,2.948004945,-1.0959084112,0.0409251687,-0.2445606122,-0.1924851,0.8112066847,7.1257447242,7.7293274221,3.743553144,4.9306796277,1.6175274431,-2.0684000568,0.1213719151,-1.6676421379,-1.359535943,1.23177284,1.7212473673,1.5158423636,1.7650367837,2.5428414762,3.2514537187,2.0176385921,-4.3872547883,10.7065041031,8.889421302,8.7940773904,8.8428654413,8.3357924536,
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.1836808117,3.041559051,3.7425503202,3.5471596958,2.0260537147,4.6149556207,-10.9120655904,6.3463238555,4.9014795226,3.092068236,3.4797078167,2.6738432924,5.355680778,10.7342622594,11.2450587747,-5.4951383968,13.739871523,22.003004923,6.0351187733,-1.9652916688,17.0826822488,7.5162026055,6.8668305661,7.474572543,8.0631616719,6.7716630805,-2.1466502119,-7.8236319751,-1.8191205125,-6.1056976461,-3.8085993719,-3.1000032108,-7.9320665751,2.1239354436,3.4697921483,4.3610865179,5.2313207087,4.502291241,4.2920169453,3.5533743642,4.3680842422,4.2372036772,4.5671952564,6.7809559238,2.0206623071,3.4576687925,4.9022017324,3.488800919,2.1986641019,3.4225076412,4.1292771606,4.5432650157,5.4042657097,5.8840593267,5.6514637436,4.4504532663,
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-10.8513760836,21.2006975148,5.2139901343,-2.4402235645,0.9973487935,6.7754853017,-0.9857386615,4.332698464,9.3288374386,-0.2450565751,6.0050180674,0.1511355138,8.1372758874,3.1305858792,-4.9816310053,-5.309002081,0.7607936016,-5.3452915276,0.4300882621,2.1949129237,2.3505240749,-0.457677609,1.4117036883,5.541074022,0.4678509509,4.7172096534,2.6756424513,0.4703813367,-1.2660506356,-6.5683106946,-8.4210514991,-10.5000085646,-13.4690505381,-3.8999968031,0.6999988298,-1.023172642,-5.6170465987,-1.6241540448,-4.2701408311,-6.9109273165,-2.1001730249,2.9477651836,5.5778223114,6.7383739332,6.1351511555,5.3209810575,6.2594698472,6.2259002861,2.8550601071,7.0788894242,6.8646300263,7.157859628,8.4497612569,9.4702880976,6.9161878104,2.4,
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,8.3507267243,5.2023087887,-4.029300398,3.8167962678,3.6764677363,1.3589824624,2.1162720579,7.6313262384,7.5485251939,6.3584701876,7.7530358529,8.6175508443,8.2311889443,7.8855208094,7.7315968392,0.9162867534,-8.9534279805,6.3597470102,9.8132247391,17.6366054795,17.6197224679,23.5976999597,5.8539628399,6.9761310563,-1.1856608549,-6.8615264368,0.1893766405,1.7662634294,2.5998765172,1.0000035669,2.3953674541,2.6119480522,-0.9796832063,-5.493075745,3.9853243781,4.2904815556,-0.6248121495,3.7375527699,-2.5821993575,7.5759803922,3.8026019002,4.5818700615,0.8132640747,3.4766316228,7.755758978,6.2359970127,-1.5822227504,5.5722332351,7.4689424841,8.7516014593,3.4206656806,3.7999713125,3.4407052492,6.7799161577,2.6464858769,-1.8646775504,
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.2653723815,5.4665002823,2.9041146778,6.6023415951,3.0124871973,5.3223681294,4.1906354468,6.4274443364,6.5209350669,6.9565150988,5.951223099,7.6734146821,6.7274817604,5.7425221085,2.2480470594,4.8171872688,4.148013439,8.4634499995,5.3828533729,4.0981991613,2.2632167743,0.9484803193,1.5843763041,3.3551010163,3.0882646518,5.8382924097,5.3715068063,4.0598210023,3.4174266555,6.0420384777,2.2772314966,5.0326774966,2.3656505743,5.8358114944,5.2024375926,2.0558547121,3.4302936783,0.5697840899,-4.2040152437,4.4199929996,1.6778983077,2.5039804655,3.9182719036,5.3330220675,4.7065559338,6.6975152577,6.9006276554,3.5468048858,1.6515492453,3.9718007047,6.5895115156,4.0439438064,4.8740655793,4.3936083397,3.0520165733,1.9600498436,
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.8649211443,6.3836233768,4.8210279345,4.1102642508,2.2803718739,1.8672117637,1.6379910968,2.6875187883,-3.1806753673,5.0913926847,-5.3955989071,8.5309234329,3.0059374776,-5.2766820379,3.6101294778,-1.2916684357,4.0303406689,1.2826624751,1.9241236664,10.8480749513,2.3329364938,2.3247792591,2.1041019529,1.9196023795,2.8374077642,2.6468998679,0.800152799,0.4002668552,1.9499999778,2.1999999817,2.6000000882,2.9999999719,3.4999999939,2.061639469,1.0151184592,2.2000000229,
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,8.4515624118,2.8250300828,9.5207497526,3.7832706814,8.6420866167,2.8714554245,4.3090637287,5.9968549155,5.6979493666,0.6921718743,1.4041468525,10.9376472429,8.7083113763,19.1826418172,14.2116362586,11.3465247285,11.1184260357,12.5172856677,11.2226485322,14.2848688321,2.2316544928,5.2508912461,4.1762593018,10.1970726091,6.9124579881,7.983750447,15.1706880041,6.6505204897,-1.2704259676,1.4667900971,3.9688863447,1.0819183119,0.802797545,0.6112126834,1.066046146,3.9187762696,
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-0.955940444,8.1483200088,4.7847115775,4.1490521158,9.8296172788,7.8707080945,5.6501259277,8.3850177458,5.5777298034,7.5031343577,6.7785054149,8.1780451422,7.7089158039,5.5449000062,2.1000710392,5.5175644085,8.9044744302,6.267686829,4.9391239504,0.7518954067,-2.2616555093,-7.2855688523,2.862992703,6.2017035819,1.0414122683,5.7849494985,6.8754396639,3.8193929617,5.0656728564,3.9049177952,2.5719199755,9.196560573,7.0875175848,4.4872674798,4.1214962284,1.2378162929,5.5649453335,6.9617000896,3.9433538861,3.7345330102,3.4904694317,3.2917531968,4.2554762542,4.3365751105,3.8708730663,7.2377328059,8.1678961156,4.6495984618,-0.9705483128,4.951863844,4.3071016599,4.7969199186,2.2690274005,3.656803633,4.7232667024,4.328788006,
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,3.2481471324,5.7127123556,5.255967621,5.3414168524,1.9089529883,9.0234916797,-0.8718495057,-2.7053064141,-1.0282307154,-0.2292420876,4.2447240592,6.1434907191,3.4129313776,-1.1689029898,1.210283828,2.1046468876,-3.1415672861,-0.3295306789,-0.9001944584,0.3448605039,0.8965176222,1.959317252,4.6315322075,1.9205450329,1.5354647212,-0.1636219914,2.8226178394,2.6729284308,3.0540171332,3.3363268542,3.0888779418,2.89184221,4.0111628509,3.6509968597,2.0245676754,3.8043611485,6.0677935093,4.2146694872,3.7157720538,6.8484786109,3.2447837894,1.4452575778,-3.5226120518,1.4490752366,1.1106284452,1.2753619904,1.5589088094,0.3261416326,-0.0873336745,-0.350829724,
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,8.5838590116,4.8266858446,3.4344885335,0.984491816,9.4764260688,5.4279604631,8.7095028568,6.595998567,1.0881833019,-4.8494429522,19.6883343327,8.918234965,5.4114707238,7.9297165147,1.5966745994,0.0953033858,-2.4021725378,3.7055399073,0.680083233,-2.9485649452,-10.6926972525,-11.5806028957,-14.8781806221,0.7169300378,2.4572011431,7.8387499772,2.7834250596,0.1591460502,6.1887553069,5.9147600188,3.1850299045,1.4248212614,3.792740223,5.7705380702,11.2016565561,12.0658629777,7.2621369665,4.1168280416,1.4513054307,2.3903522965,2.8023008365,3.014900289,2.7476025626,1.0475766319,4.4383335888,,
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3052027857,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,20.2662921881,16.3620009517,7.7774033591,9.9055693836,5.7532447014,2.5169984407,6.0217089848,5.5821817022,8.7578943843,4.882540772,3.7039502895,7.0652508121,8.6467778455,7.947425531,7.403999506,0.7395014479,9.3999988317,0.700000292,5.8999987742,8.468188508,1.3330134357,2.5656081599,5.2355537498,4.8285483645,5.7244017377,3.6006650305,3.3991043727,2.4758695106,4.5703034849,3.7243177257,4.5101833197,4.820710541,3.8639660583,-1.7724507506,1.3177778042,0.321196,-3.0582740214,-5.9339584478,-1.4037677718,1.9790635904,3.0322761861,
Czech Republic,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.614942358,-0.5065423512,0.0619042493,2.909309464,6.2214060004,4.222814572,-0.5946590891,-0.3287155159,1.4328394788,4.2667413571,2.9087648819,1.6524940547,3.6029894594,4.9065637636,6.5334688059,6.8535223337,5.602643685,2.6822827245,-4.8025720913,2.2734200517,1.7778331866,-0.7998442812,-0.4836710407,2.7151161316,5.3092385191,2.5933260204,
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,3.1326997537,4.3003412941,4.7774869132,0.8900687042,-0.8667388952,4.9492583921,3.347218088,3.0084928769,4.150363333,1.4088286592,0.5292405372,-0.3948407456,1.5724101493,2.8229478341,2.3279352199,2.287339269,1.4021515741,3.7072356687,3.8965517242,5.2550060861,5.1082615079,1.9238070111,-0.956165307,2.45737182,1.7376406312,0.817897617,1.8492006698,1.979618407,1.9871349493,2.9620453678,1.6954714519,0,-0.7099061719,1.1699704129,0.7067139481,3.7001595721,3.2605352968,1.0823154039,-5.6188604347,4.0799333049,3.660000155,0.4919928291,0.4895844825,1.9296904098,1.7432053937,1.9436254278,
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.27761666,-0.0179669778,-6.6208812416,-0.9373425565,-3.4882611639,-4.115498865,-0.7458721366,0.0993785661,2.1790061783,0.4162139542,2.0477644128,2.61856229,3.1999593649,3.8264761002,3.169601169,4.7998646827,5.1000613874,5.7999626186,5.0326270578,3.4869174893,4.467514526,4.8423795725,4.9999072545,6.000194324,6.5005083079,,
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,11.7724977141,-18.4441539765,14.2606847102,12.0843686198,4.1344220988,2.6916957407,5.4263936538,1.2845606259,7.0777372975,7.5186921867,8.5590172801,-0.2431661026,5.2548982789,0.6079308969,2.0473569342,1.6809440193,1.4313252652,1.9747191154,2.6417830269,1.4908178864,4.9780871549,0.6832948019,0.3753109542,0.473103034,-1.7531602545,7.6872130492,3.2501442363,-0.0882423766,2.9296875,6.3210056926,7.1207419013,-1.1697571542,0.6725427585,-0.2310113308,-1.0735051766,-0.607636845,4.4276857491,-2.5437333481,2.6384513167,
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.3788324756,5.6668221727,0.6370212342,9.2699382145,4.5552548141,2.740910109,3.4216050918,3.9749477021,6.3224850084,2.7352181178,3.0050329962,3.929343825,4.0929252361,-1.122411664,-1.4565417345,5.9245745666,1.8702885899,2.2263086103,3.8690564244,-0.4829922543,-0.6661330224,3.684650826,2.5960612124,4.1661512625,4.003685575,4.9042526859,0.2542261119,-0.0136300025,0.6452149792,1.4752447257,1.3936560287,1.957011566,0.0106594283,5.332448645,3.027634073,2.9000683345,3.2608797936,2.218161888,2.9480070991,3.7469002124,0.8231493003,0.4663449285,0.3900738651,2.6681934594,2.3366644908,3.9129801519,0.9092529958,-0.5120252218,-4.9065255581,1.8709926387,1.3367746667,0.2264684759,0.9333492815,1.6193749707,1.6066089943,1.9640771295,
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-2.3132487496,17.0472409314,6.5029026297,6.7648651161,-12.4818339161,13.4633448335,3.3275422879,0.2388604848,10.8914458326,18.2266828775,10.8714660685,10.3941640769,12.8957637258,6.0019029024,5.1932533569,6.7281226433,4.9817839493,2.1406846773,4.5313992165,7.9687385089,4.2798674794,1.6987086301,4.6279463486,1.2528959754,-2.1225349776,3.5219931997,10.117367362,2.1559633305,4.4005388145,-5.4543123947,0.9441388891,10.5131819887,7.2226213614,2.3032563963,5.4936292993,7.1313673575,8.0042744319,7.0105977285,6.7153540912,5.6566048769,1.8092294884,5.7882073163,-0.2533588098,1.3119582199,9.2627500745,10.6711548407,8.7104141185,3.2095042616,0.9461551678,8.3170677277,3.1019173109,2.7939103722,4.7420641917,7.6089648356,7.040936189,6.6453001829,
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-13.6054413259,-19.6850418252,34.3137287827,5.8394130067,6.20689821,-4.8049709433,9.4529625628,10.7962385728,8.4332802822,8.8626571085,-11.3317191682,27.4239694802,3.8131762971,7.4949177034,5.0453416131,8.3867564836,5.2585859874,9.2148357012,7.4778265501,0.790606973,2.9999960874,6.4000041158,5.4000030235,5.5999965297,3.6999972552,0.4000010026,-0.6999975259,-1.0000054903,4.4000021604,0.80000058,-1.2000005844,1.800002301,-2.1000007592,-0.8999965488,3.7999947899,4.0999984698,1.0999999379,5.1000036105,3.2000015506,3.8196784956,3.0083954661,5.6093231898,7.201872244,4.3016242644,5.9077912681,1.6844883187,3.3728751544,2.3601348611,1.6322438375,3.6341453533,2.8918659946,3.3747686507,2.7676388668,3.7891212117,3.7634669578,3.2999999998,
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-11.1910047335,-0.1140275128,5.7610490985,9.859342585,9.8706682071,7.57109112,-0.9230036196,2.6837284057,10.7196520437,12.7161218491,6.5508035336,5.1100424953,8.3223374565,4.2977152715,6.4521331315,3.4056247463,7.7566750422,9.1266625793,7.1378110914,7.6207016219,5.8138337636,6.0268614933,7.3487744235,9.4386021737,7.2087884824,6.9240948698,8.8026961095,9.5346072451,5.9286626684,5.4061313101,7.9392588378,10.7640101567,10.8912059949,10.7632495991,9.7230528132,8.9408170239,7.0342375886,1.7558159762,6.1118445265,7.5032269212,6.7106845515,7.8595613607,8.7258926898,8.9205251651,9.7061148199,10.7576357998,12.2920654044,8.3720054775,7.664715695,9.7691982086,8.4575372466,7.508156653,7.2039206503,6.7677624638,6.4921957701,6.3247513026,
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.2507872042,4.222000364,5.3083349401,8.2102589978,5.3937104276,3.9668788446,5.3497316339,7.0289700116,6.1412135502,8.7327079408,5.6823829682,6.938250751,7.429241589,6.4124923962,2.4715461277,7.5586205377,4.0478218637,1.1620629308,3.3817559737,2.6619926348,3.5586517462,-0.4858013553,0.1235419114,2.1872969772,0.8330707035,3.0435419536,2.9123026874,3.5445042988,1.8232022255,5.8784800962,5.182340288,4.4251950855,3.3490462432,2.9451372513,2.8695561856,5.4402039394,4.8017534034,1.797201774,1.5391302331,4.5332745811,1.0111865905,1.658360914,4.7744065386,6.776180034,6.4494746171,6.3997781194,6.3702679495,3.6316978661,0.7806860188,6.4660224141,5.2820085563,3.8873221382,4.4333549793,4.1161397372,4.6329918191,4.4982530339,
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.8919800506,6.263090272,7.8394493442,10.6201864561,6.6014579294,8.9932115257,8.5536512298,10.4198317452,11.626832987,2.1160388829,5.1389704339,7.4913851872,7.7166179641,0.4929085143,3.5203271101,4.2706154317,5.2322070472,5.6425782463,5.8243031897,3.5946722775,4.5544700712,3.9707549152,3.7948356764,5.7550299531,6.2045061516,4.2490795463,5.4955260408,7.6626927631,5.4201643253,5.5149618752,4.3970152197,3.4159828038,3.5780789069,4.266680495,5.1147218335,5.0949635741,3.4589505099,-0.108212782,2.9931234275,4.8819089432,2.6732544025,3.5920374724,4.2621648108,5.1543915641,5.0459562449,5.5452372071,6.4996555512,3.5025192354,1.3493646216,7.0636125575,4.6048429281,4.6601579242,4.7526623962,4.1286754937,4.1465975405,4.0832739208,
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4070978553,-5.2351144209,-10.4292535928,-5.4854912902,-10.45447715,-1.2203922801,0.1962975356,2.78440231,-1.6378778968,2.0376894198,7.9066669252,2.6498868549,5.4721434865,6.7977293192,8.1787692721,7.0661932716,8.0558152642,7.6484272474,4.281731177,-6.0890278488,5.147119202,6.3729855231,3.5046557456,3.9375505276,2.168738939,0.5911471735,1.5086093487,
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,3.7261875126,4.7876799157,6.00952031,2.3431213254,-0.4710343613,4.7688575743,2.8638248683,3.200438327,3.731192362,1.44524562,0.5137225126,0.9504091599,1.9177999327,2.6632676962,2.7666130859,2.7690658449,3.0428120175,4.1839132572,3.5567805151,2.321964805,0.4406867605,-0.605463936,-0.837396059,1.0786237126,2.1566060241,1.7759207666,2.9764372387,2.4787583632,2.9071283674,4.3005792669,2.2035886834,1.7455106365,1.8672005044,3.2474678157,2.7567788448,3.9326220472,3.7011398189,1.0023447659,-4.4785836517,2.596375761,2.3971075561,0.2870398561,0.8908222353,1.8331709727,1.9671821043,1.8188923407,
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.5430786525,4.5588839639,3.8756583639,7.8118896232,4.7179731581,-0.3395256394,4.6210739407,1.9094383992,4.6692379803,6.8719293299,6.2926061963,5.0176407036,13.9506821322,11.2085096276,10.9721540016,7.3971876193,1.6048421118,5.7068249446,3.7340484012,3.7086829689,5.6128641196,0.6148453536,-0.336868771,2.6252732683,3.9350014115,3.4647825158,-0.2590987084,5.89046729,1.0057779462,3.6799140528,4.291342398,2.1143106751,1.9732180788,4.2582504682,2.2525487742,1.7317475145,4.3278647643,3.2665294037,-4.7393857909,1.0918015644,4.0156298996,4.0967766589,2.722877337,8.2110209173,5.291308267,4.4035264338,2.1900639722,6.3571305999,0.5664915921,3.5252986689,7.8681409191,5.6419620667,4.9465112669,3.7888685492,0.0988726083,-1.576379183,
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.4003856409,6.8566235831,9.0555520513,8.1422737428,5.1408560121,1.0566803363,0.625947574,2.7214138373,6.8125083231,5.5985150398,3.4409411501,2.028897525,0.7052354389,2.4855036349,8.9391471575,14.627279466,12.8369381154,5.779721531,6.0388470615,10.011329038,3.7561001019,9.9071711342,7.4011357226,6.0915178899,6.6020356931,2.6465858049,2.5194112332,5.3007335895,4.9723751215,5.7017492601,1.0788372658,4.4319941717,2.9007865567,3.9731723216,4.642466699,4.9887305404,5.4911238189,4.0363733652,6.1054633212,5.3679976724,3.53525197,2.3704600924,3.1922847497,4.0899404001,4.4789601635,6.8539077863,7.0902710012,7.1576167756,4.6738448554,5.1451063701,1.779594033,2.2156087818,2.1854660536,2.9159118799,4.3720190779,4.2976825155,
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.67917995,6.389921184,5.7676263816,5.487726968,4.9640821344,5.2644078868,5.2622236285,5.5421871963,6.9536355306,5.628926866,3.8066310133,4.9234470421,6.1702513869,3.2174660206,-0.7584459802,5.0197286816,3.0791924603,3.1311531467,3.8469647237,2.1580609371,0.5165710161,0.7212152836,1.385288336,2.3684455604,2.3083778442,2.5105522074,2.546772942,4.3129982302,4.1049017396,3.5784283992,2.6565702335,1.4132378989,-0.6589764704,2.4712382799,2.4726193442,1.7212930148,2.7153840826,2.9659491866,2.9875958298,3.8583305623,2.1618425764,1.0220069129,0.7153351806,2.323765662,1.6997505506,3.2333494043,3.0518388902,0.4426542365,-4.5176711768,2.0875189594,1.6057712407,-0.8901984386,-0.2467754949,1.3358539175,2.0822209673,1.8023715576,
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4547625215,21.2214113617,2.8583790372,9.2588383715,7.9086849093,1.7725827922,0.013480241,-3.141985774,8.7554351902,3.0054292179,-2.6555158415,1.4517355343,2.5744495303,-0.9692169291,1.4268220601,-9.7830300374,3.8765015603,2.1941905448,8.6797999365,,,,,,
